Site,Simulation,Flux,Daily_corr,Monthly_corr,Yearly_corr
US-Vcm,Prior,GPP,0.8560213994694724,0.8813745590891807,-0.4598038864486651
US-Vcm,Post,GPP,0.900376232524723,0.9282439650346963,0.40690518433940914
US-Vcm,Prior,NEE,0.597832444873047,0.650108718911169,-0.02305007333538045
US-Vcm,Post,NEE,0.7496574015144772,0.8033990181800592,0.37984458618217243
US-Vcm,Prior,Reco,0.7025614477808647,0.7623224807474397,-0.033084098232320044
US-Vcm,Post,Reco,0.6722271459318024,0.732264044451344,0.5626388137879053
US-Vcp,Prior,GPP,0.6243244399432272,0.6498896410591599,0.8452759785924046
US-Vcp,Post,GPP,0.7810733130664821,0.7501388809558522,0.7677550958769321
US-Vcp,Prior,NEE,0.2751054242250629,0.36573835768686824,0.9584057234199682
US-Vcp,Post,NEE,0.6119647872044971,0.6649694775485641,0.8374356176057351
US-Vcp,Prior,Reco,0.7488120731740798,0.7040958288511662,0.6456814953714928
US-Vcp,Post,Reco,0.7510748458666456,0.6899318288545181,0.5870509741870505
US-Mpj,Prior,GPP,0.5462382369988197,0.5949246368224748,0.4404444719308003
US-Mpj,Post,GPP,0.6777725654801096,0.7188355899694455,0.46702235347998516
US-Mpj,Prior,NEE,0.17337876251052717,0.19078315246420358,-0.09979598350575265
US-Mpj,Post,NEE,0.5139957235767716,0.5496847970708494,-0.036141621600631356
US-Mpj,Prior,Reco,0.6454153431148181,0.6776949075765534,0.13531378203495123
US-Mpj,Post,Reco,0.6683885790831757,0.7036408944630709,0.4634466088575393
US-Fuf,Prior,GPP,0.7731812236246949,0.8029620228754837,-0.13532799390659508
US-Fuf,Post,GPP,0.8705983216028919,0.8843837197234865,-0.3003301375560525
US-Fuf,Prior,NEE,0.5620934501796643,0.5875000029884311,0.3421336928018255
US-Fuf,Post,NEE,0.8210996197723588,0.8396971522124305,0.6122497702760462
US-Fuf,Prior,Reco,0.875097734411478,0.9040003623052408,0.10474238201679821
US-Fuf,Post,Reco,0.8722149154698674,0.9006372067156162,-0.4794737597162813
US-Wjs,Prior,GPP,0.6372577174515165,0.6475930101728744,0.4871951422975449
