Site,Simulation,Flux,Daily_corr,Monthly_corr,Yearly_corr
US-Vcm,Prior,GPP,0.8560213994694724,0.8813745590891807,-0.4598038864486651
US-Vcm,Post,GPP,0.747505614853867,0.7944394543763059,0.5362345632245709
US-Vcm,Prior,NEE,0.597832444873047,0.650108718911169,-0.02305007333538045
US-Vcm,Post,NEE,-0.20210849836053443,-0.20076321063738084,-0.8001115266801787
US-Vcm,Prior,Reco,0.7025614477808647,0.7623224807474397,-0.033084098232320044
US-Vcm,Post,Reco,0.6655372958326113,0.7108325231119665,-0.14185660331078656
US-Vcp,Prior,GPP,0.6243244399432272,0.6498896410591599,0.8452759785924046
US-Vcp,Post,GPP,0.6587865270958291,0.6016441769620084,0.7159343536331552
US-Vcp,Prior,NEE,0.2751054242250629,0.36573835768686824,0.9584057234199682
US-Vcp,Post,NEE,0.03870721964635065,0.03589225727823455,0.6556827160026684
US-Vcp,Prior,Reco,0.7488120731740798,0.7040958288511662,0.6456814953714928
US-Vcp,Post,Reco,0.85345879335124,0.7529835841021357,0.6508942301376365
US-Mpj,Prior,GPP,0.546362243357371,0.594962202965232,0.4394980462962331
US-Mpj,Post,GPP,0.6253506892786025,0.6492690825042153,0.5726963611248546
US-Mpj,Prior,NEE,0.17345981428554932,0.19095537147332556,-0.10204810161389641
US-Mpj,Post,NEE,-0.35472748115088043,-0.37971979789922716,-0.14939711600849181
US-Mpj,Prior,Reco,0.6455696609789654,0.6778280470430011,0.13569573550443692
US-Mpj,Post,Reco,0.8731276708995874,0.896236075606276,0.6999476224312612
US-Fuf,Prior,GPP,0.7726269064136347,0.8024212786558947,-0.14690080952549364
US-Fuf,Post,GPP,0.7506541694037117,0.783647799660689,0.25198370342492277
US-Fuf,Prior,NEE,0.5625491004342843,0.5880079676359025,0.33143006831113664
US-Fuf,Post,NEE,0.3603833716679555,0.37717815882064754,0.3166423336861187
US-Fuf,Prior,Reco,0.8748537025021613,0.9037807702177967,0.10547021910798322
US-Fuf,Post,Reco,0.9174011535012444,0.9449626546641291,0.5521483162243749
US-Wjs,Prior,GPP,0.6370953140945816,0.6473507818045531,0.48667106454956516
US-Wjs,Post,GPP,0.8585957705221129,0.8761587909353182,0.8491140253877822
US-Wjs,Prior,NEE,0.27072286132706824,0.27504949748509494,0.37598403067551855
US-Wjs,Post,NEE,-0.022705144391055455,-0.052904607620510934,-0.04766777950269005
US-Wjs,Prior,Reco,0.7274915340686109,0.7411889498825092,0.17548030057199568
US-Wjs,Post,Reco,0.9393109181195807,0.9580047944246137,0.8836768988960647
US-Ses,Prior,GPP,0.7229444365539311,0.7685246851659213,0.7541094103493369
US-Ses,Post,GPP,0.8059391505069505,0.8388970421840316,0.873865714142316
US-Ses,Prior,NEE,0.3537306331352673,0.39410878452115633,0.3643943203203502
US-Ses,Post,NEE,0.20536745688275304,0.21667328483020368,0.5609818340906051
US-Ses,Prior,Reco,0.6464203068219849,0.7110047337808557,0.6010252394878515
US-Ses,Post,Reco,0.7750963734642268,0.8344647993860634,0.5590805868141366
US-Wkg,Prior,GPP,-0.06189927000219735,-0.08017314815161747,-0.4962350617543206
US-Wkg,Post,GPP,0.7293396202086455,0.7696516788483573,-0.15382177433172514
US-Wkg,Prior,NEE,-0.015900815560734926,-0.03438130056425728,-0.42737313574747376
US-Wkg,Post,NEE,0.4334543823089349,0.46590465769123923,-0.6214572539950456
US-Wkg,Prior,Reco,0.30389626538870573,0.3266388269016932,-0.31099881995549883
US-Wkg,Post,Reco,0.8146505962087888,0.8500819060244114,0.37571243044005365
US-SRG,Prior,GPP,0.46013308392871355,0.48374699012570016,0.46804914721796903
US-SRG,Post,GPP,0.8925224280091737,0.9095493806715359,0.9122139947091487
US-SRG,Prior,NEE,0.459477235266902,0.5227122654510626,0.921797745069495
US-SRG,Post,NEE,0.6950575327586195,0.7338255705365339,0.7661432639494
US-SRG,Prior,Reco,0.6081398605013147,0.6371588953035904,-0.2990778194270885
US-SRG,Post,Reco,0.9049344686131545,0.9289966207425331,0.7772798407547988
US-SRM,Prior,GPP,0.2702619312886518,0.28508993949058303,0.23907107044218043
US-SRM,Post,GPP,0.8545155841894977,0.8829951669836889,0.6690686423901848
US-SRM,Prior,NEE,0.27462688575918426,0.2897841335093353,0.5071230492155119
US-SRM,Post,NEE,0.5219054135023864,0.571947528363637,0.20174720528344514
US-SRM,Prior,Reco,0.541738004579715,0.5713822359036523,-0.28579199471943206
US-SRM,Post,Reco,0.895529591020781,0.9109748797608282,0.019397052825749547
US-Whs,Prior,GPP,0.2597975972607187,0.2709419473604357,-0.2030186081004438
US-Whs,Post,GPP,0.6098148442181575,0.6716725158139779,0.3859961255587394
US-Whs,Prior,NEE,0.17940038915147366,0.16275692617154383,-0.49069263304875577
US-Whs,Post,NEE,0.20047347313614156,0.22093949183848366,0.14825403173744378
US-Whs,Prior,Reco,0.4861967536149699,0.523410302700566,0.1731168996525107
US-Whs,Post,Reco,0.8099814143818854,0.8682059325673559,0.6106221227628764
US-Seg,Prior,GPP,0.48086896169428023,0.5093503458117035,0.01869022523995829
US-Seg,Post,GPP,0.7234085568843255,0.7450005856961818,0.4942145444538531
US-Seg,Prior,NEE,0.3617446888418494,0.40720866727902055,0.4382212561340106
US-Seg,Post,NEE,0.4462247585870008,0.4722102328347708,0.7319511379805458
US-Seg,Prior,Reco,0.555309654572249,0.5794133882527898,-0.16088831915509005
US-Seg,Post,Reco,0.7655437627839392,0.7825780211866246,0.2255689478231627
US-Aud,Prior,GPP,0.6509832214717708,0.6808523610957691,0.0830768952538439
US-Aud,Post,GPP,0.7829101981536571,0.806041803218077,0.24233333448978292
US-Aud,Prior,NEE,0.5686905929726581,0.5965487946059419,0.6348146347133966
US-Aud,Post,NEE,0.6034572610159389,0.6207757702744503,0.5233757143823757
US-Aud,Prior,Reco,0.6423359694610867,0.6790790415815414,0.4995513251394091
US-Aud,Post,Reco,0.8179764252254783,0.850183582277601,0.8830346574015474
