Site,Simulation,Flux,Daily_corr,Monthly_corr,Yearly_corr
US-Vcm,Prior,GPP,0.8560213994694724,0.8813745590891807,-0.4598038864486651
US-Vcm,Post,GPP,0.8973288403304266,0.9287639483984746,0.36324193349302636
US-Vcm,Prior,NEE,0.597832444873047,0.650108718911169,-0.02305007333538045
US-Vcm,Post,NEE,0.6270864446440316,0.7001619322926227,-0.6639960177531612
US-Vcm,Prior,Reco,0.7025614477808647,0.7623224807474397,-0.033084098232320044
US-Vcm,Post,Reco,0.6946016067265263,0.7497507178332867,-0.4380320615368935
US-Vcp,Prior,GPP,0.6243244399432272,0.6498896410591599,0.8452759785924046
US-Vcp,Post,GPP,0.7977623448803607,0.7680183668916122,0.7232936742153655
US-Vcp,Prior,NEE,0.2751054242250629,0.36573835768686824,0.9584057234199682
US-Vcp,Post,NEE,0.6265563440347305,0.6561059323209801,0.8746749664562437
US-Vcp,Prior,Reco,0.7488120731740798,0.7040958288511662,0.6456814953714928
US-Vcp,Post,Reco,0.7102543674422374,0.6591020234323909,0.5539007615212678
US-Mpj,Prior,GPP,0.546362243357371,0.594962202965232,0.4394980462962331
US-Mpj,Post,GPP,0.8280190459407106,0.8550745621583632,0.6623043890346104
US-Mpj,Prior,NEE,0.17345981428554932,0.19095537147332556,-0.10204810161389641
US-Mpj,Post,NEE,0.3746056205893588,0.3922978892803928,0.1142631267653828
US-Mpj,Prior,Reco,0.6455696609789654,0.6778280470430011,0.13569573550443692
US-Mpj,Post,Reco,0.7564183957678143,0.7848424082218117,0.5505813992635491
US-Fuf,Prior,GPP,0.7731812236246949,0.8029620228754837,-0.13532799390659508
US-Fuf,Post,GPP,0.907493919109492,0.927676771927017,-0.2727747240670234
US-Fuf,Prior,NEE,0.5620934501796643,0.5875000029884311,0.3421336928018255
US-Fuf,Post,NEE,0.8526970343518517,0.8762873396699956,0.32005284717646604
US-Fuf,Prior,Reco,0.875097734411478,0.9040003623052408,0.10474238201679821
US-Fuf,Post,Reco,0.8950244353381561,0.9257066808819951,0.34887369795647505
US-Wjs,Prior,GPP,0.6370953140945816,0.6473507818045531,0.48667106454956516
US-Wjs,Post,GPP,0.9283207737022325,0.9446068234392329,0.8119280068118708
US-Wjs,Prior,NEE,0.27072286132706824,0.27504949748509494,0.37598403067551855
US-Wjs,Post,NEE,0.4078572783580068,0.3881595605834161,-0.1360865823539786
US-Wjs,Prior,Reco,0.7274915340686109,0.7411889498825092,0.17548030057199568
US-Wjs,Post,Reco,0.8797788361968228,0.8950654120291225,0.4864787773588502
US-Ses,Prior,GPP,0.7229444365539311,0.7685246851659213,0.7541094103493369
US-Ses,Post,GPP,0.8744953479229993,0.8971760275222155,0.8651572105083105
US-Ses,Prior,NEE,0.3537306331352673,0.39410878452115633,0.3643943203203502
